Titulo,URL,Descripcion
John Wick: Chapter 5,/title/tt12844100/,Action Crime Thriller             The fifth installment of the John Wick series
Alita: Battle Angel,/title/tt0437086/,Action Adventure SciFi             A deactivated cyborgs revived but cant remember anything of her past and goes on a quest to find out who she is
Major League,/title/tt0097815/,Comedy Sport             The new owner of the Cleveland Indians puts together a purposely horrible team so theyll lose and she can move the team But when the plot is uncovered they start winning just to spite her
Little Miss Sunshine,/title/tt0449059/,Comedy Drama             A family determined to get their young daughter into the finals of a beauty pageant take a crosscountry trip in their VW bus
West Side Story,/title/tt3581652/,Crime Drama Musical             An adaptation of the 1957 musical West Side Story explores forbidden love and the rivalry between the Jets and the Sharks two teenage street gangs of different ethnic backgrounds
The Girl Next Door,/title/tt0265208/,Comedy Drama Romance             A teenagers dreams come true when a former porn star moves in next door and they fall in love
WALL·E,/title/tt0910970/,Animation Adventure Family             In the distant future a small wastecollecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind
Star Wars: Episode VIII - The Last Jedi,/title/tt2527336/,Action Adventure Fantasy             The Star Wars saga continues as new heroes and galactic legends go on an epic adventure unlocking mysteries of the Force and shocking revelations of the past
Superman,/title/tt0078346/,Action Adventure SciFi             An alien orphan is sent from his dying planet to Earth where he grows up to become his adoptive homes first and greatest superhero
The Book of Eli,/title/tt1037705/,Action Adventure Drama             A postapocalyptic tale in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind
Vengeance,/title/tt11976532/,Comedy Music Mystery             A writer from New York City attempts to solve the murder of a girl he hooked up with and travels down south to investigate the circumstances of her death and discover what happened to her
The Running Man,/title/tt0093894/,Action SciFi Thriller             In a dystopian America a falsely convicted policeman gets his shot at freedom when he must forcibly participate in a TV game show where convicts runners must battle killers for their freedom
Last Action Hero,/title/tt0107362/,Action Adventure Comedy             With the help of a magic ticket a young movie fan is transported into the fictional world of his favorite action movie character
The Yellow Birds,/title/tt3739110/,Drama War             Two young soldiers Bartle 21 and Murph 18 navigate the terrors of the Iraq war under the command of the older troubled Sergeant Sterling All the while Bartle is tortured by a promise he made to Murphs mother before their deployment
Transformers: Age of Extinction,/title/tt2109248/,Action Adventure SciFi             When humanity allies with a bounty hunter in pursuit of Optimus Prime the Autobots turn to a mechanic and his family for help
Coherence,/title/tt2866360/,Drama Mystery SciFi             Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead
In Bruges,/title/tt0780536/,Comedy Crime Drama             Guiltstricken after a job gone wrong hitman Ray and his partner await orders from their ruthless boss in Bruges Belgium the last place in the world Ray wants to be
Up,/title/tt1049413/,Animation Adventure Comedy             78yearold Carl Fredricksen travels to Paradise Falls in his house equipped with balloons inadvertently taking a young stowaway
Kill the Irishman,/title/tt1416801/,Biography Crime Drama             The true story of Danny Greene a tough Irish thug working for mobsters in Cleveland during the 1970s
The Day After Tomorrow,/title/tt0319262/,Action Adventure SciFi             Jack Hall paleoclimatologist must make a daring trek from Washington DC to New York City to reach his son trapped in the crosshairs of a sudden international storm which plunges the planet into a new Ice Age
Road House,/title/tt0098206/,Action Thriller             A tough bouncer is hired to tame a dirty bar
Give a Girl a Break,/title/tt0045822/,Comedy Musical Romance             The star of an upcoming Broadway production Janet Hallson walks out during rehersals The producers of the show Ted Sturgis Leo Belney and Bob Dowdy begin to search a replacement After                See full summary 
Tremors,/title/tt0100814/,Comedy Horror             Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one
The Adam Project,/title/tt2463208/,Action Adventure Comedy             After accidentally crashlanding in 2022 timetraveling fighter pilot Adam Reed teams up with his 12yearold self for a mission to save the future
Godzilla vs. Kong,/title/tt5034838/,Action SciFi Thriller             The epic next chapter in the cinematic Monsterverse pits two of the greatest icons in motion picture history against each otherthe fearsome Godzilla and the mighty Kongwith humanity caught in the balance
Shotgun Wedding,/title/tt9686790/,Action Comedy Romance             Darcy and Tom gather their families for the ultimate destination wedding but when the entire wedding party is taken hostage the bride and groom must save their loved onesif they dont kill each other first
Hercules,/title/tt0119282/,Animation Adventure Comedy             The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it
The Rose Tattoo,/title/tt0048563/,Comedy Drama Romance             A Sicilian seamstress who idolizes her husband must deal with several family crises upon his sudden death
Dungeons & Dragons,/title/tt0190374/,Action Adventure Fantasy             Profion a tyrant attempts to overthrow a peaceful kingdom ruled by a tough empress
Showgirls,/title/tt0114436/,Drama             Carefree young drifter Nomi arrives in Las Vegas Nevada to become a dancer and sets about clawing her way to the top of the Vegas showgirls
Excalibur,/title/tt0082348/,Adventure Drama Fantasy             Merlin the magician helps Arthur Pendragon unite the Britons around the Round Table of Camelot even as dark forces conspire to tear it apart
2012,/title/tt1190080/,Action Adventure SciFi             A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind
Chinatown,/title/tt0071315/,Drama Mystery Thriller             A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit corruption and murder
Once Upon a Time in the West,/title/tt0064116/,Western             A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad
Snow White and the Huntsman,/title/tt1735898/,Action Adventure Drama             In a twist to the fairy tale the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen
Twisters,/title/tt12584954/,Action Adventure Thriller             An update to the 1996 film Twister which centered on a pair of storm chasers who risk their lives in an attempt to test an experimental weather alert system
The Passion of the Christ,/title/tt0335345/,Drama             Depicts the final twelve hours in the life of Jesus of Nazareth on the day of his crucifixion in Jerusalem
Teen Wolf: The Movie,/title/tt15486810/,Action Drama Fantasy             A terrifying evil has emerged The wolves howl once again but only a Werewolf like Scott McCall can gather both new allies and reunite trusted friends to fight back against what could be the most powerful and deadliest enemy
Blue Velvet,/title/tt0090756/,Crime Drama Mystery             The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child
After We Collided,/title/tt10362466/,Drama Romance             Based on the 2014 romance novel of the same name this follows the love life of two young adults
The Ballad of Buster Scruggs,/title/tt6412452/,Comedy Drama Musical             Six tales of life and violence in the Old West following a singing gunslinger a bank robber a traveling impresario an elderly prospector a wagon train and a perverse pair of bounty hunters
Bumblebee,/title/tt4701182/,Action Adventure SciFi             On the run in the year 1987 Bumblebee finds refuge in a junkyard in a small California beach town On the cusp of turning 18 and trying to find her place in the world Charlie Watson discovers Bumblebee battlescarred and broken
Brokeback Mountain,/title/tt0388795/,Drama Romance             Ennis and Jack are two shepherds who develop a sexual and emotional relationship Their relationship becomes complicated when both of them get married to their respective girlfriends
Manchester by the Sea,/title/tt4034228/,Drama             A depressed uncle is asked to take care of his teenage nephew after the boys father dies
Secretary,/title/tt0274812/,Comedy Drama Romance             A young woman recently released from a mental hospital gets a job as a secretary to a demanding lawyer where their employeremployee relationship turns into a sexual sadomasochistic one
Steel Magnolias,/title/tt0098384/,Comedy Drama Romance             A young beautician newly arrived in a small Louisiana town finds work at the local salon where a small group of women share a close bond of friendship and welcome her into the fold
Coraline,/title/tt0327597/,Animation Drama Family             An adventurous 11yearold girl finds another world that is a strangely idealized version of her frustrating home but it has sinister secrets
Aladdin,/title/tt0103639/,Animation Adventure Comedy             A kindhearted street urchin and a powerhungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true
Sonic the Hedgehog,/title/tt3794354/,Action Adventure Comedy             After discovering a small blue fast hedgehog a smalltown police officer must help him defeat an evil genius who wants to do experiments on him
G.I. Joe: Retaliation,/title/tt1583421/,Action Adventure SciFi             The GI Joes are not only fighting their mortal enemy Cobra they are forced to contend with threats from within the government that jeopardize their very existence
The Untouchables,/title/tt0094226/,Crime Drama Thriller             During Prohibition Treasury agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and assembles a small incorruptible team to help him
Roald Dahl's Matilda the Musical,/title/tt3447590/,Comedy Drama Family             An adaptation of the Tony and Olivier awardwinning musical Matilda tells the story of an extraordinary girl who armed with a sharp mind and a vivid imagination dares to take a stand to change her story with miraculous results
The Bad Guys,/title/tt8115900/,Animation Adventure Comedy             To avoid prison a gang of notorious animal criminals pretends to seek being rehabilitated only for their leader to realize that he genuinely wants to change his ways
Forgetting Sarah Marshall,/title/tt0800039/,Comedy Drama Romance             Devastated Peter takes a Hawaiian vacation in order to deal with the recent breakup with his TV star girlfriend Sarah Little does he know Sarahs traveling to the same resort as her ex  and shes bringing along her new boyfriend
Zero Dark Thirty,/title/tt1790885/,Drama History Thriller             A chronicle of the decadelong hunt for alQaeda terrorist leader Osama bin Laden after the September 2001 attacks and his death at the hands of the Navy SEALs Team 6 in May 2011
Birds of Prey,/title/tt7713068/,Action Comedy Crime             After splitting with the Joker Harley Quinn joins superheroines Black Canary Huntress and Renee Montoya to save a young girl from an evil crime lord
The Last of the Mohicans,/title/tt0104691/,Action Adventure Drama             Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War
Holes,/title/tt0311289/,Adventure Comedy Drama             A wrongfully convicted boy is sent to a brutal desert detention camp where he joins the job of digging holes for some mysterious reason
Hell or High Water,/title/tt2582782/,Crime Drama Thriller             Toby is a divorced father whos trying to make a better life His brother is an excon with a short temper and a loose trigger finger Together they plan a series of heists against the bank thats about to foreclose on their family ranch
Predator,/title/tt0093773/,Action Adventure Horror             A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior
Beautiful Boy,/title/tt1226837/,Biography Drama             Based on the bestselling pair of memoirs from father and son David and Nic Sheff Beautiful Boy chronicles the heartbreaking and inspiring experience of survival relapse and recovery in a family coping with addiction over many years
Dodgeball: A True Underdog Story,/title/tt0364725/,Comedy Sport             A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain
Guillermo del Toro's Pinocchio,/title/tt1488589/,Animation Drama Family             A fathers wish magically brings a wooden boy to life in Italy giving him a chance to care for the child
Fantastic Beasts and Where to Find Them,/title/tt3183660/,Adventure Family Fantasy             The adventures of writer Newt Scamander in New Yorks secret community of witches and wizards seventy years before Harry Potter reads his book in school
American Sniper,/title/tt2179136/,Action Biography Drama             Navy SEAL sniper Chris Kyles pinpoint accuracy saves countless lives on the battlefield and turns him into a legend Back home with his family after four tours of duty however Chris finds that it is the war he cant leave behind
Murder Mystery,/title/tt1618434/,Action Comedy Crime             A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage but end up getting framed and on the run for the death of an elderly billionaire
Devotion,/title/tt7693316/,Action Drama War             A pair of US Navy fighter pilots risk their lives during the Korean War and become some of the Navys most celebrated wingmen
Constantine,/title/tt0360486/,Action Fantasy Horror             Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sisters death was not a suicide but something more
Palmer,/title/tt6857376/,Drama             An exconvict strikes up a friendship with a boy from a troubled home
No Escape,/title/tt1781922/,Action Thriller             In their new overseas house an American family soon finds themselves caught in the middle of a coup and they frantically look for a safe escape from an environment where foreigners are being immediately executed
Total Recall,/title/tt0100802/,Action Adventure SciFi             When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind an unexpected and harrowing series of events forces him to go to the planet for real  or is he
A Haunting in Venice,/title/tt22687790/,Crime Drama Horror             In postWorld War II Venice Poirot now retired and living in his own exile reluctantly attends a seance But when one of the guests is murdered it is up to the former detective to once again uncover the killer
Spider-Man: Far from Home,/title/tt6320628/,Action Adventure Comedy             Following the events of Avengers Endgame 2019 SpiderMan must step up to take on new threats in a world that has changed forever
Lost in Translation,/title/tt0335266/,Comedy Drama             A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo
Sonic the Hedgehog 3,/title/tt18259086/,Animation Action Adventure             Plot under wraps
Brothers,/title/tt0765010/,Drama Thriller War             While on tour in Afghanistan Sams copter is shot down and he is presumed dead Back home it is his screwup brother who looks after the family Sam does return but with a lot of excess baggage
A Quiet Place Part II,/title/tt8332922/,Drama Horror SciFi             Following the events at home the Abbott family now face the terrors of the outside world Forced to venture into the unknown they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path
Megalopolis,/title/tt10128846/,Drama SciFi             An architect wants to rebuild New York City as a utopia following a devastating disaster
Morbius,/title/tt5108870/,Action Adventure Horror             Biochemist Michael Morbius tries to cure himself of a rare blood disease but he inadvertently infects himself with a form of vampirism instead
Hustle,/title/tt8009428/,Comedy Drama Sport             A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA
To All the Boys: Always and Forever,/title/tt10676012/,Comedy Drama Romance             Lara Jeans senior year of high school takes center stage when she returns from a family trip to Korea and considers her college planswith and without Peter
Mid90s,/title/tt5613484/,Comedy Drama             Follows Stevie a thirteenyearold in 1990sera Los Angeles who spends his summer navigating between his troubled home life and a group of new friends that he meets at a Motor Avenue skate shop
Ted 2,/title/tt2637276/,Comedy             Newlywed couple Ted and TamiLynn want to have a baby but in order to qualify to be a parent Ted will have to prove hes a person in a court of law
Scooby-Doo,/title/tt0267913/,Adventure Comedy Family             After an acrimonious break up the Mystery Inc gang are individually brought to an island resort to investigate strange goings on
The Blind Side,/title/tt0878804/,Biography Drama Sport             The story of Michael Oher a homeless and traumatized boy who became an AllAmerican football player and firstround NFL draft pick with the help of a caring woman and her family
Star Trek Beyond,/title/tt2660888/,Action Adventure SciFi             The crew of the USS Enterprise explores the furthest reaches of uncharted space where they encounter a new ruthless enemy who puts them and everything the Federation stands for to the test
Me Before You,/title/tt2674426/,Drama Romance             A girl in a small town forms an unlikely bond with a recentlyparalyzed man shes taking care of
Hot Fuzz,/title/tt0425112/,Action Comedy Mystery             A skilled London police officer after irritating superiors with his embarrassing effectiveness is transferred to a village where the easygoing officers object to his fervor for regulations as a string of grisly murders strikes the town
The Invisible Man,/title/tt1051906/,Drama Horror Mystery             When Cecilias abusive ex takes his own life and leaves her his fortune she suspects his death was a hoax As a series of coincidences turn lethal Cecilia works to prove that she is being hunted by someone nobody can see
Justice League,/title/tt0974015/,Action Adventure Fantasy             Fueled by his restored faith in humanity and inspired by Supermans selfless act Bruce Wayne enlists the help of his newfound ally Diana Prince to face an even greater enemy
Bone Tomahawk,/title/tt2494362/,Drama Horror Western             In the dying days of the old west an elderly sheriff and his posse set out to rescue their towns doctor from cannibalistic cave dwellers
Pirates of the Caribbean: On Stranger Tides,/title/tt1298650/,Action Adventure Fantasy             Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth only to discover that Blackbeard and his daughter are after it too
The Rocky Horror Picture Show,/title/tt0073629/,Comedy Horror Musical             A newlyengaged couple have a breakdown in an isolated area and must seek shelter at the bizarre residence of Dr FranknFurter
The Imitation Game,/title/tt2084970/,Biography Drama Thriller             During World War II the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life
Ed Wood,/title/tt0109707/,Biography Comedy Drama             Ambitious but troubled movie director Edward D Wood Jr tries his best to fulfill his dreams despite his lack of talent
500 Days of Summer,/title/tt1022603/,Comedy Drama Romance             After being dumped by the girl he believes to be his soulmate hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back
The Wedding Date,/title/tt0372532/,Comedy Romance             Singlegirl anxiety causes Kat Ellis to hire a male escort to pose as her boyfriend at her sisters wedding Her plan an attempt to dupe her exfiancé who dumped her a couple years prior proves to be her undoing
Rogue Agent,/title/tt9731386/,Drama Thriller             The extraordinary and chilling story of career conman Robert Freegard who masqueraded as an MI5 agent and fooled people into going into hiding and the woman who fell for him and then brought him down
Jack Reacher: Never Go Back,/title/tt3393786/,Action Crime Drama             Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name while on the run as a fugitive from the law
A Knight's Tale,/title/tt0183790/,Action Adventure Romance             After his master dies a peasant squire fueled by his desire for food and glory creates a new identity for himself as a knight
Central Intelligence,/title/tt1489889/,Action Comedy Crime             After he reconnects with an awkward pal from high school through Facebook a mildmannered accountant is lured into the world of international espionage
Ambulance,/title/tt4998632/,Action Crime Drama             Two robbers steal an ambulance after their heist goes awry
After Hours,/title/tt0088680/,Comedy Crime Drama             An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop
The Bubble,/title/tt13610562/,Comedy             A group of actors and actresses stuck inside a pandemic bubble at a hotel attempt to complete a film
The Deer Hunter,/title/tt0077416/,Drama War             An indepth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania
Big Fish,/title/tt0319061/,Adventure Drama Fantasy             A frustrated son tries to determine the fact from fiction in his dying fathers life
Battleship,/title/tt1440129/,Action Adventure SciFi             A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals
L.A. Confidential,/title/tt0119488/,Crime Drama Mystery             As corruption grows in 1950s Los Angeles three policemen  one straitlaced one brutal and one sleazy  investigate a series of murders with their own brand of justice
Mulan,/title/tt4566758/,Action Adventure Drama             A young Chinese maiden disguises herself as a male warrior in order to save her father
The Mist,/title/tt0884328/,Horror SciFi Thriller             A freak storm unleashes a species of bloodthirsty creatures on a small town where a small band of citizens hole up in a supermarket and fight for their lives
The Thin Red Line,/title/tt0120863/,Drama History War             Adaptation of James Jones autobiographical 1962 novel focusing on the conflict at Guadalcanal during the second World War
Kung Fu Panda,/title/tt0441773/,Animation Action Adventure             To everyones surprise including his own Po an overweight clumsy panda is chosen as protector of the Valley of Peace His suitability will soon be tested as the valleys archenemy is on his way
Spider-Man 2,/title/tt0316654/,Action Adventure SciFi             Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius
Captain America: Civil War,/title/tt3498820/,Action SciFi             Political involvement in the Avengers affairs causes a rift between Captain America and Iron Man
Suspiria,/title/tt1034415/,Drama Fantasy Horror             A darkness swirls at the center of a worldrenowned dance company one that will engulf the artistic director an ambitious young dancer and a grieving psychotherapist Some will succumb to the nightmare Others will finally wake up
Brightburn,/title/tt7752126/,Drama Horror Mystery             What if a child from another world crashlanded on Earth but instead of becoming a hero to mankind he proved to be something far more sinister
The Man from U.N.C.L.E.,/title/tt1638355/,Action Adventure Comedy             In the early 1960s CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization which is working to proliferate nuclear weapons
Ghost,/title/tt0099653/,Drama Fantasy Romance             After a young man is murdered his spirit stays behind to warn his lover of impending danger with the help of a reluctant psychic
Fifty Shades Freed,/title/tt4477536/,Drama Romance Thriller             Anastasia Dakota Johnson and Christian Jamie Dornan get married but Jack Hyde Eric Johnson continues to threaten their relationship
Maestro,/title/tt5535276/,Biography Drama Music             The complex love of Leonard and Felicia from the time they met in 1946 at a party and continuing through two engagements a 25 year marriage and three children
The Birdcage,/title/tt0115685/,Comedy             A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancées rightwing moralistic parents
Just Go with It,/title/tt1564367/,Comedy Romance             On a weekend trip to Hawaii a plastic surgeon convinces his loyal assistant to pose as his soontobedivorced wife in order to cover up a careless lie he told to his muchyounger girlfriend
Closer,/title/tt0376541/,Drama Romance             The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other
Remember Me,/title/tt1403981/,Drama Romance             A romantic drama centered on two new lovers Tyler whose parents have split in the wake of his brothers suicide and Ally who lives each day to the fullest since witnessing her mothers murder
How to Blow Up a Pipeline,/title/tt21440780/,Crime Drama Thriller             A crew of environmental activists plot a daring plan to disrupt an oil pipeline
Deliverance,/title/tt0068473/,Adventure Drama Thriller             Intent on seeing the Cahulawassee River before its dammed and turned into a lake outdoor fanatic Lewis Medlock takes his friends on a canoeing trip theyll never forget into the dangerous American backcountry
Hellraiser,/title/tt0887261/,Horror Mystery Thriller             A take on Clive Barkers 1987 horror classic where a young woman struggling with addiction comes into possession of an ancient puzzle box unaware that its purpose is to summon the Cenobites
Batman v Superman: Dawn of Justice,/title/tt2975590/,Action Adventure SciFi             Fearing that the actions of Superman are left unchecked Batman takes on the Man of Steel while the world wrestles with what kind of a hero it really needs
It Follows,/title/tt3235888/,Horror Mystery Thriller             A young woman is followed by an unknown supernatural force after a sexual encounter
Shark Tale,/title/tt0307453/,Animation Adventure Comedy             When a son of a gangster shark boss is accidentally killed while on the hunt his wouldbe prey and his vegetarian brother decide to use the incident to their own advantage
RoboCop,/title/tt0093870/,Action Crime SciFi             In a dystopic and crimeridden Detroit a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories
Scream 3,/title/tt0134084/,Horror Mystery             While Sidney and her friends visit the Hollywood set of Stab 3 the third film based on the Woodsboro murders another Ghostface killer rises to terrorize them
The Peanut Butter Falcon,/title/tt4364194/,Adventure Comedy Drama             Zak runs away from his care home to make his dream of becoming a wrestler come true
Robots,/title/tt0358082/,Animation Adventure Comedy             In a robot world a young idealistic inventor travels to the big city to join his inspirations company only to find himself opposing its sinister new management
God Is A Bullet,/title/tt14270702/,Action Crime Horror             When vice detective Bob Hightower finds his exwife murdered and daughter kidnapped by a satanic cult  Bob is frustrated by bumbling botched official investigations Bob quits the police                 See full summary 
Amadeus,/title/tt0086879/,Biography Drama Music             The life success and troubles of Wolfgang Amadeus Mozart as told by Antonio Salieri the contemporaneous composer who was deeply jealous of Mozarts talent and claimed to have murdered him
Taken,/title/tt0936501/,Action Crime Thriller             A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter who has been kidnapped while on a trip to Paris
Luck,/title/tt7214954/,Animation Adventure Comedy             The curtain is pulled back on the millenniaold battle between the organizations of good luck and bad luck that secretly affects everyday lives
Army of the Dead,/title/tt0993840/,Action Crime Drama             Following a zombie outbreak in Las Vegas a group of mercenaries take the ultimate gamble venturing into the quarantine zone to pull off the greatest heist ever attempted
Memory,/title/tt11827628/,Action Crime Thriller             An assassinforhire finds that hes become a target after he refuses to complete a job for a dangerous criminal organization
The Women,/title/tt0032143/,Comedy Drama             A study of the lives and romantic entanglements of various interconnected women
Kingdom of Heaven,/title/tt0320661/,Action Adventure Drama             Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century and there he finds himself as the defender of the city and its people
Cloverfield,/title/tt1060277/,Action Adventure Horror             A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack
The Lost World: Jurassic Park,/title/tt0119567/,Action Adventure SciFi             A research team is sent to the Jurassic Park Site B island to study the dinosaurs there while an InGen team approaches with another agenda
The Game,/title/tt0119174/,Drama Mystery Thriller             After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him
The Outfit,/title/tt14114802/,Crime Drama Mystery             An expert cutter must outwit a dangerous group of mobsters in order to survive a fateful night
House of Gucci,/title/tt11214590/,Biography Crime Drama             When Patrizia Reggiani an outsider from humble beginnings marries into the Gucci family her unbridled ambition begins to unravel their legacy and triggers a reckless spiral of betrayal decadence revenge and ultimatelymurder
This Is 40,/title/tt1758830/,Comedy Drama Romance             Pete and Debbie are both about to turn 40 their kids hate each other both of their businesses are failing theyre on the verge of losing their house and their relationship is threatening to fall apart
Sky High,/title/tt0405325/,Action Comedy Family             Set in an era where superheroes are commonly known and accepted young William Stronghold the son of the Commander and Jetstream tries to find a balance between being a normal teenager and an extraordinary being
The Girl Next Door,/title/tt0830558/,Crime Drama Horror             Follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt and the boys who witness and fail to report the crime
6 Underground,/title/tt8106534/,Action Thriller             Six individuals from all around the globe each the very best at what they do have been chosen not only for their skill but for a unique desire to delete their pasts to change the future
The Jungle Book,/title/tt3040964/,Adventure Drama Family             After a threat from the tiger Shere Khan forces him to flee the jungle a mancub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and freespirited bear Baloo
The Craft,/title/tt0115963/,Drama Fantasy Horror             A newcomer to a Catholic prep high school falls in with a trio of outcast teenage girls who practice witchcraft and they all soon conjure up various spells and curses against those who anger them
Percy Jackson & the Olympians: The Lightning Thief,/title/tt0814255/,Adventure Family Fantasy             A teenager discovers hes the descendant of a Greek god and sets out on an adventure to settle an ongoing battle between the gods
Us,/title/tt6857112/,Horror Mystery Thriller             A familys serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them
Mamma Mia! Here We Go Again,/title/tt6911608/,Comedy Musical Romance             Five years after the events of Mamma Mia 2008 Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mothers past
The Lovely Bones,/title/tt0380510/,Drama Fantasy Thriller             Centers on a young girl who has been murdered and watches over her family  and her killer  from purgatory She must weigh her desire for vengeance against her desire for her family to heal
Minions: The Rise of Gru,/title/tt5113044/,Animation Adventure Comedy             The untold story of one twelveyearolds dream to become the worlds greatest supervillain
Rio,/title/tt1436562/,Animation Adventure Comedy             When Blu a domesticated macaw from smalltown Minnesota meets the fiercely independent Jewel he takes off on an adventure to Rio de Janeiro with the bird of his dreams
Adaptation.,/title/tt0268126/,Comedy Drama             A lovelorn screenwriter becomes desperate as he tries and fails to adapt The Orchid Thief by Susan Orlean for the screen
The Royal Tenenbaums,/title/tt0265666/,Comedy Drama             The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons
Gummo,/title/tt0119237/,Comedy Drama             Lonely residents of a tornadostricken Ohio town wander the deserted landscape trying to fulfill their boring nihilistic lives
The Guilty,/title/tt9421570/,Crime Drama Thriller             A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman
Sausage Party,/title/tt1700841/,Animation Adventure Comedy             A sausage strives to discover the truth about his existence
A Few Good Men,/title/tt0104257/,Drama Thriller             Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder They contend they were acting under orders
Empire of Light,/title/tt14402146/,Drama Romance             A drama about the power of human connection during turbulent times set in an English coastal town in the early 1980s
Contact,/title/tt0118884/,Drama Mystery SciFi             Dr Ellie Arroway after years of searching finds conclusive radio proof of extraterrestrial intelligence sending plans for a mysterious machine
The Princess Diaries,/title/tt0247638/,Comedy Family Romance             Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia With her friends Lilly and Michael Moscovitz in tow she tries to navigate through the rest of her sixteenth year
Trading Places,/title/tt0086465/,Comedy             A snobbish investor and a wily street con artist find their positions reversed as part of a bet by two callous millionaires
Bring It On,/title/tt0204946/,Comedy Romance Sport             A champion high school cheerleading squad discovers its previous captain stole all their best routines from an innercity school and must scramble to compete at this years championships
The Dictator,/title/tt1645170/,Comedy             The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed
Freaky,/title/tt10919380/,Comedy Horror Thriller             After swapping bodies with a deranged serial killer a highschool senior discovers that she has fewer than 24 hours before the change becomes permanent
A Bronx Tale,/title/tt0106489/,Crime Drama             A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s
Legend,/title/tt0089469/,Adventure Fantasy Romance             A young man must stop the Lord of Darkness from destroying daylight and marrying the woman he loves
The Good Nurse,/title/tt4273800/,Biography Crime Drama             An infamous caregiver is implicated in the deaths of hundreds of hospital patients
Poker Face,/title/tt14714980/,Action Crime Thriller             A tech billionaire hosts a highstakes poker game between friends but the evening takes a turn when longheld secrets are revealed an elaborate revenge plot unfolds and thieves break in
A Tourist's Guide to Love,/title/tt20115096/,Adventure Comedy Romance             An executive goes through an unexpected breakup then accepting an assignment to go undercover and learn about the tourist industry in Vietnam
Rush Hour,/title/tt0120812/,Action Comedy Crime             A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed LAPD detective to rescue the Chinese Consuls kidnapped daughter while trying to arrest a dangerous crime lord along the way
The Rock,/title/tt0117500/,Action Adventure Thriller             A mildmannered chemist and an excon must lead the counterstrike when a rogue group of military men led by a renegade general threaten a nerve gas attack from Alcatraz against San Francisco
