Titulo,URL,Descripcion,limpieza,origenes
Back to the Future Part II,/title/tt0096874/,Adventure Comedy SciFi             After visiting 2015 Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985without interfering with his first trip,adventure comedy scifi visiting 2015 marty mcfly must repeat visit 1955 prevent disastrous changes 1985without interfering first trip,adventur comedi scifi visit 2015 marti mcfli must repeat visit 1955 prevent disastr chang 1985without interf first trip
The Mummy,/title/tt2345759/,Action Adventure Fantasy             An ancient Egyptian princess is awakened from her crypt beneath the desert bringing with her malevolence grown over millennia and terrors that defy human comprehension,action adventure fantasy ancient egyptian princess awakened crypt beneath desert bringing malevolence grown millennia terrors defy human comprehension,action adventur fantasi ancient egyptian princess awaken crypt beneath desert bring malevol grown millennia terror defi human comprehens
The Dirty Dozen,/title/tt0061578/,Action Adventure War             During World War II a rebellious US Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers,action adventure war world war ii rebellious us army major assigned dozen convicted murderers train lead mass assassination mission german officers,action adventur war world war ii rebelli us armi major assign dozen convict murder train lead mass assassin mission german offic
Cleopatra,/title/tt0056937/,Biography Drama History             Queen Cleopatra VII of Egypt experiences both triumph and tragedy as she attempts to resist the imperial ambitions of Rome,biography drama history queen cleopatra vii egypt experiences triumph tragedy attempts resist imperial ambitions rome,biographi drama histori queen cleopatra vii egypt experi triumph tragedi attempt resist imperi ambit rome
Vanilla Sky,/title/tt0259711/,Fantasy Mystery Romance             A selfindulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover,fantasy mystery romance selfindulgent vain publishing magnate finds privileged life upended vehicular accident resentful lover,fantasi mysteri romanc selfindulg vain publish magnat find privileg life upend vehicular accid resent lover
Fresh,/title/tt13403046/,Horror Thriller             FRESH follows Noa Daisy EdgarJones who meets the alluring Steve Sebastian Stan at a grocery store and  given her frustration with dating apps  takes a chance and gives him her number,horror thriller fresh follows noa daisy edgarjones meets alluring steve sebastian stan grocery store given frustration dating apps takes chance gives number,horror thriller fresh follow noa daisi edgarjon meet allur steve sebastian stan groceri store given frustrat date app take chanc give number
The Machinist,/title/tt0361862/,Drama Thriller             An industrial worker who hasnt slept in a year begins to doubt his own sanity,drama thriller industrial worker hasnt slept year begins doubt sanity,drama thriller industri worker hasnt slept year begin doubt saniti
A.I. Artificial Intelligence,/title/tt0212720/,Drama SciFi             A highly advanced robotic boy longs to become real so that he can regain the love of his human mother,drama scifi highly advanced robotic boy longs become real regain love human mother,drama scifi high advanc robot boy long becom real regain love human mother
They Live,/title/tt0096256/,Action Horror SciFi             They influence our decisions without us knowing it They numb our senses without us feeling it They control our lives without us realizing it They live,action horror scifi influence decisions without us knowing numb senses without us feeling control lives without us realizing live,action horror scifi influenc decis without us know numb sens without us feel control live without us realiz live
Horrible Bosses,/title/tt1499658/,Comedy Crime             Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness,comedy crime three friends conspire murder awful bosses realize standing way happiness,comedi crime three friend conspir murder aw boss realiz stand way happi
Powder,/title/tt0114168/,Drama Fantasy Mystery             An off the charts genius who is home schooled and shunned after his last relative dies shows the unconscious residents of his town about connection awareness and the generosity of the spirit,drama fantasy mystery charts genius home schooled shunned last relative dies shows unconscious residents town connection awareness generosity spirit,drama fantasi mysteri chart genius home school shun last relat die show unconsci resid town connect awar generos spirit
The Fugitive,/title/tt0106977/,Action Crime Drama             Dr Richard Kimble unjustly accused of murdering his wife must find the real killer while being the target of a nationwide manhunt led by a seasoned US Marshal,action crime drama dr richard kimble unjustly accused murdering wife must find real killer target nationwide manhunt led seasoned us marshal,action crime drama dr richard kimbl unjust accus murder wife must find real killer target nationwid manhunt led season us marshal
